# 合并完成 - 共 4 个分组，219 个频道（已按URL去重）
#EXTM3U
凤凰,#genre#
凤凰中文,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixtv_hd
凤凰中文,https://hls-gateway.vpstv.net/streams/476959.m3u8
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
凤凰中文,https://live.tvfix.org/live/fhzw/1/v4000000/index.m3u8
凤凰中文,https://live.tvfix.org/live/fhzw/index.m3u8
凤凰中文,https://smart.pendy.dpdns.org/Smart.php?id=phoenixtv_hd
凤凰中文,https://stream1.freetv.fun/08e5440bb83a804440e341ae792cffc38d6844b04d5a2c7a4fc5ee04a6fe6bc6.m3u8
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰资讯,http://bxtv.3a.ink/api.php?id=fhzx
凤凰资讯,http://108.181.20.197/livehttpplay?channel_id=20066
凤凰资讯,http://108.181.20.197/livehttpplay?channel_id=30015
凤凰资讯,http://122.224.232.226:8888/udp/233.50.200.192:5140
凤凰资讯,http://198.16.100.186:8278/phoenixinfo_hd/playlist.m3u8?tid=mc42afe745533&ct=11595590&tsum=552228fb5dc4fbbea62bdc651db54cd4
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.flv
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯,http://43.161.243.227:35455/rptv/HD-10000k-1080P-fhzixun5s.m3u8?license=cntv
凤凰资讯,http://50.7.234.10:8278/phoenixinfo_hd/playlist.m3u8?tid=MC1C1591244615912446&ct=19225&tsum=a4fd6441d252c98ea603b13ef749a84e
凤凰资讯,http://cdn3.163189.xyz/live/fhzx/stream.m3u8
凤凰资讯,http://dns.yiandrive.com:15907/phenix/fhzx
凤凰资讯,http://live4play.uk/livehttpplay?channel_id=20066
凤凰资讯,http://live4play.uk/livehttpplay?channel_id=30015
凤凰资讯,http://macyx.top:35455/rptv/HD-10000k-1080P-fhzixun5s.m3u8?license=cntv
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
凤凰资讯,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰资讯台
凤凰资讯,http://xn--94q.xn--0p5a.top/0405smt.php?id=phoenixinfo_hd
凤凰资讯,http://zqh2333.top:2222/rtp/239.93.24.4:2191
凤凰资讯,https://ali.hlspull.yximgs.com/live/167_fhzx.flv
凤凰资讯,https://ali.hlspull.yximgs.com/live/169-fhzx.flv
凤凰资讯,https://cdn3.163189.xyz/live/fhzx/stream.m3u8
凤凰资讯,https://cdn6.101.qzz.io/163189/fhzx
凤凰资讯,https://cdn6.163189.xyz/live/fhzx/stream.m3u8
凤凰资讯,https://hls-gateway.vpstv.net/streams/476958.m3u8
凤凰资讯,https://live.tvfix.org/live/fhzx/index.m3u8
凤凰资讯,https://live.tvfix.org/live/fwzx/1/v4000000/index.m3u8
凤凰资讯,https://smart.pendy.dpdns.org/Smart.php?id=phoenixinfo_hd
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk2
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk2
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com/PLTV/iptv.php?id=fhhk
凤凰香港,http://bxtv.3a.ink/api.php?id=fhhk
凤凰香港,https://smart.pendy.dpdns.org/Smart.php?id=hkphoenix_twn
凤凰香港,https://live.tvfix.org/live/fwxg/index.m3u8
凤凰香港,https://live.tvfix.org/live/fwxg/2/v4000000/index.m3u8
凤凰香港,https://hls-gateway.vpstv.net/streams/476960.m3u8
凤凰香港,https://cdn6.163189.xyz/live/fhhk/stream.m3u8
凤凰香港,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
凤凰香港,https://ali.hlspull.yximgs.com/live/169-fhxg.flv
凤凰香港,https://ali.hlspull.yximgs.com/live/167_fhxg.flv
凤凰香港,http://xn--94q.xn--0p5a.top/0405smt.php?id=hkphoenix_twn
凤凰香港,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰香港台
凤凰香港,http://macyx.top:35455/rptv/HD-10000k-1080P-fhhongkong5s.m3u8?license=cntv
凤凰香港,http://live4play.uk/livehttpplay?channel_id=30016
凤凰香港,http://live4play.uk/livehttpplay?channel_id=20067
凤凰香港,http://dns.yiandrive.com:15907/phenix/fhhk
凤凰香港,http://cdn3.132.us.kg/live/fhhk/stream.m3u8
凤凰香港,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed
凤凰香港,http://43.161.243.227:35455/rptv/HD-10000k-1080P-fhhongkong5s.m3u8?license=cntv
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.flv
凤凰香港,http://198.16.100.186:8278/hkphoenix_twn/playlist.m3u8?tid=mc42afe745533&ct=11595589&tsum=4391cf3898350ad7b35606cb10d424a0
凤凰香港,http://108.181.21.27:27347/livehttpplay?channel_id=20067
凤凰香港,http://108.181.20.197/livehttpplay?channel_id=30016
凤凰香港,http://108.181.20.197/livehttpplay?channel_id=20067
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
4K超清频道,#genre#
至臻世界4K,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225687/1.m3u8
咪咕视频4K,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226080/1.m3u8
河北4K,http://106.53.99.30/tv/api.php?id=hebtv4k
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
北京卫视4K,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226333/index.m3u8?servicetype=1
CCTV8K,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226278/index.m3u8?servicetype=1
纯享4K,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225726/index.m3u8?servicetype=1
湖南卫视4K,http://220.173.254.148:6666/udp/239.81.0.72:4056
江苏卫视4K,http://220.173.254.148:6666/udp/239.81.0.73:4056
广东卫视4K,http://220.173.254.148:6666/udp/239.81.0.252:4056
深圳卫视4K,http://220.173.254.148:6666/udp/239.81.0.254:4056
深圳卫视4K,http://2099.tv12.xyz/276_1761099102823.m3u8
北京卫视4K,http://2099.tv12.xyz/277_1761099102823.m3u8
苏州4K,http://2099.tv12.xyz/278_1761099102823.m3u8
河北4K,http://2099.tv12.xyz/279_1761099102823.m3u8
苏州4K,http://106.53.99.30/tv/api.php?id=sztv4k
苏州4K,http://2099.tv12.xyz/125_1760238819325.m3u8
河北4K,http://2099.tv12.xyz/126_1760238819325.m3u8
湖南卫视4K,http://2099.tv12.xyz/116_1760238819325.m3u8
浙江卫视4K,http://2099.tv12.xyz/117_1760238819325.m3u8
江苏卫视4K,http://2099.tv12.xyz/118_1760238819325.m3u8
东方卫视4K,http://2099.tv12.xyz/119_1760238819325.m3u8
北京卫视4K,http://2099.tv12.xyz/120_1760238819325.m3u8
深圳卫视4K,http://2099.tv12.xyz/121_1760238819325.m3u8
山东卫视4K,http://2099.tv12.xyz/122_1760238819325.m3u8
深圳卫视4K,http://2099.tv12.xyz/123_1760238819325.m3u8
北京卫视4K,http://2099.tv12.xyz/124_1760238819325.m3u8
上海卫视4K,https://itv.809899.xyz/4k.php?id=sh4k
江苏卫视4K,https://itv.809899.xyz/4k.php?id=js4k
浙江卫视4K,https://itv.809899.xyz/4k.php?id=zj4k
山东卫视4K,https://itv.809899.xyz/4k.php?id=sd4k
湖南卫视4K,https://itv.809899.xyz/4k.php?id=hn4k
广东卫视4K,https://itv.809899.xyz/4k.php?id=gd4k
四川卫视4K,https://itv.809899.xyz/4k.php?id=sc4k
深圳卫视4K,https://itv.809899.xyz/4k.php?id=sz4k
北京卫视4K,https://itv.809899.xyz/4k.php?id=btv4k
浙江卫视4K,https://play-qukan.cztv.com/live/1758879019692345.m3u8#http://60.168.109.52:4000/rtp/238.1.79.28:4336#http://183.166.145.16:8686/rtp/238.1.79.28:4336#http://36.5.87.102:8686/rtp/238.1.79.28:4336#http://183.164.237.163:8888/rtp/238.1.79.28:4336
湖南卫视4K,http://60.168.109.52:4000/rtp/238.1.79.38:4416#http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
东方卫视4K,http://60.168.109.52:4000/rtp/238.1.79.39:4428
北京卫视4K,http://60.168.109.52:4000/rtp/238.1.79.24:4304
江苏卫视4K,http://60.168.109.52:4000/rtp/238.1.78.37:4088
广东卫视4K,http://144.255.44.72:4022/udp/239.21.2.173:5002#http://60.168.109.52:4000/rtp/238.1.79.25:4312
深圳卫视4K,http://60.168.109.52:4000/rtp/238.1.79.26:4320#https://cdn3.163189.xyz/163189/szws4k
四川卫视4K,http://60.168.109.52:4000/rtp/238.1.79.51:4520
山东卫视4K,http://60.168.109.52:4000/rtp/238.1.79.29:4344
北京卫视4K,http://www.hkyc.site:1991/rtp/239.253.64.92:5140
湖南卫视4K,http://www.hkyc.site:1991/rtp/239.253.64.60:5140
浙江卫视4K,http://www.hkyc.site:1991/rtp/239.253.64.62:5140
江苏卫视4K,http://www.hkyc.site:1991/rtp/239.253.64.61:5140
东方卫视4K,http://www.hkyc.site:1991/rtp/239.253.64.63:5140
山东卫视4K,http://www.hkyc.site:1991/rtp/239.253.64.65:5140
四川卫视4K,http://www.hkyc.site:1991/rtp/239.253.64.64:5140
深圳卫视4K,http://www.hkyc.site:1991/rtp/239.253.64.95:5140
广东卫视4K,http://www.hkyc.site:1991/rtp/239.253.64.96:5140
东方卫视4K,http://202.102.201.244:40022/rtp/238.1.79.39:4428
浙江卫视4K,http://202.102.201.244:40022/rtp/238.1.79.28:4336
江苏卫视4K,http://202.102.201.244:40022/rtp/238.1.78.37:4088
广东卫视4K,http://202.102.201.244:40022/rtp/238.1.79.25:4312
四川卫视4K,http://202.102.201.244:40022/rtp/238.1.79.51:4520
湖南卫视4K,http://202.102.201.244:40022/rtp/238.1.79.38:4416
深圳卫视4K,http://202.102.201.244:40022/rtp/238.1.79.26:4320
山东卫视4K,http://202.102.201.244:40022/rtp/238.1.79.29:4344
北京卫视4K,http://202.102.201.244:40022/rtp/238.1.79.24:4304
四川卫视4K,http://home.yixi.pro:10043/udp/239.94.0.115:5140
湖南卫视4K,http://home.yixi.pro:10043/udp/239.94.0.116:5140
江苏卫视4K,http://home.yixi.pro:10043/udp/239.94.0.117:5140
浙江卫视4K,http://home.yixi.pro:10043/udp/239.94.0.118:5140
东方卫视4K,http://home.yixi.pro:10043/udp/239.94.0.119:5140
山东卫视4K,http://home.yixi.pro:10043/udp/239.94.0.120:5140
南国都市4K,https://tencentplaywebsite.gztv.com/live/nanguodushi.m3u8?txSecret=cd84450722a456ab79fa46261a3db92d&txTime=1971c3c63ed
粤港澳台,#genre#
CCTV1港澳版,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
香港C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/index.m3u8
TVB星河3,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
TVB J1,http://php.jdshipin.com/TVOD/iptv.php?id=j1
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
RTHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
台视,rtmp://f13h.mine.nu/sat/tv071
民视,rtmp://f13h.mine.nu/sat/tv051
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
东森超视,rtmp://f13h.mine.nu/sat/tv331
国际,#genre#
亚洲新闻台(新加坡),https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
CNA频道,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
无线新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
娱乐新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
美亚电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
翡翠华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
RTHK31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
